design_id,length,net_charge_pH7.4,gravy,hydrophobic_moment,aggregation_proxy,cys_count,delivery_proxy,n_liabilities,liabilities
KPC3_789,12,1.98,0.133,0.593,0.829,0,0.659,0,
KPC3_790,22,-2.13,0.436,0.209,1.771,1,0.174,1,odd_Cys(free_thiol)
KPC3_791,22,1.9,-1.091,0.471,0.871,1,0.551,2,odd_Cys(free_thiol);motif_DS
KPC3_792,22,-0.14,0.014,0.343,1.686,1,0.285,2,odd_Cys(free_thiol);motif_DG
KPC3_793,22,-3.03,-0.159,0.216,1.457,0,0.18,2,motif_DG;motif_DS
KPC3_794,22,-0.02,-1.468,0.451,-0.7,0,0.376,3,N-term_Q/E(pyroglutamate);motif_DG;motif_DP
KPC3_795,22,3.97,-0.759,0.449,0.471,0,0.705,0,
KPC3_796,22,-1.13,0.141,0.591,1.343,1,0.493,2,odd_Cys(free_thiol);N-term_Q/E(pyroglutamate)
KPC3_797,22,-3.06,-0.114,0.391,0.786,1,0.326,1,odd_Cys(free_thiol)
KPC3_798,22,-0.25,0.245,0.368,1.614,2,0.307,1,N-term_Met(ox)
KPC3_799,22,-0.14,0.5,0.268,1.457,1,0.223,2,odd_Cys(free_thiol);homopolymer_run>=4
KPC3_800,36,0.64,0.639,0.321,1.229,3,0.321,3,odd_Cys(free_thiol);3_Cys;homopolymer_run>=4
KPC3_801,36,2.97,0.183,0.298,1.057,0,0.496,0,
KPC3_802,36,1.86,-0.592,0.32,1.571,1,0.422,1,odd_Cys(free_thiol)
KPC3_803,36,-1.21,0.156,0.333,1.157,2,0.277,1,motif_DP
KPC3_804,36,-1.91,-0.672,0.259,1.129,0,0.215,2,motif_DG;motif_DP
KPC3_805,36,1.97,-0.097,0.665,1.114,0,0.665,1,motif_DP
KPC3_806,36,-6.21,-0.322,0.413,0.943,2,0.344,3,motif_NG;motif_DG;motif_DS
KPC3_807,36,1.9,-0.553,0.548,0.943,1,0.615,2,odd_Cys(free_thiol);motif_DG
KPC3_808,36,-0.14,0.414,0.138,1.2,1,0.115,1,odd_Cys(free_thiol)
KPC3_809,36,0.79,0.411,0.716,2.543,2,0.566,3,motif_NG;motif_NS;oxidation_prone(M/W)
KPC3_810,17,-4.02,0.188,0.161,1.229,0,0.134,1,homopolymer_run>=4
KPC3_811,17,-0.14,0.106,0.307,0.929,1,0.256,1,odd_Cys(free_thiol)
KPC3_812,17,-1.99,-0.047,0.445,1.329,0,0.371,0,
KPC3_813,17,-1.02,0.082,0.196,1.143,0,0.163,2,motif_DP;motif_DS
KPC3_814,17,-5.02,-1.218,0.143,-0.9,0,0.119,2,motif_DG;homopolymer_run>=4
KPC3_815,17,-0.14,0.2,0.112,0.5,1,0.094,1,odd_Cys(free_thiol)
KPC3_816,17,-0.99,-0.482,0.243,1.114,0,0.202,0,
KPC3_817,17,-2.21,-0.318,0.294,1.071,2,0.245,1,motif_DG
KPC3_818,17,0.97,-0.9,0.435,0.214,0,0.444,1,motif_NG
KPC3_819,17,-1.14,0.235,0.203,0.714,1,0.169,1,odd_Cys(free_thiol)
KPC3_820,25,0.86,0.024,0.413,1.8,1,0.416,1,odd_Cys(free_thiol)
KPC3_821,25,-1.02,-0.16,0.641,1.629,0,0.5,0,
KPC3_822,25,-1.14,0.368,0.619,2.186,1,0.5,3,odd_Cys(free_thiol);N-term_Met(ox);motif_DP
KPC3_823,25,-4.36,-0.384,0.393,0.486,3,0.328,2,odd_Cys(free_thiol);3_Cys
KPC3_824,25,-2.06,0.128,0.186,0.7,1,0.155,1,odd_Cys(free_thiol)
KPC3_825,25,-1.36,-0.029,0.284,0.843,3,0.237,4,odd_Cys(free_thiol);3_Cys;motif_NG;motif_DG
KPC3_826,25,0.97,-0.212,0.591,0.657,0,0.574,2,motif_NG;homopolymer_run>=4
KPC3_827,25,1.97,0.052,0.311,2.286,0,0.424,0,
KPC3_828,25,-0.14,-0.416,0.325,1.343,1,0.27,3,odd_Cys(free_thiol);motif_DG;homopolymer_run>=4
KPC3_829,25,-0.1,0.032,0.24,1.5,1,0.2,2,odd_Cys(free_thiol);motif_NG
KPC3_830,42,-2.25,0.931,0.303,3.286,2,0.252,2,motif_DS;homopolymer_run>=4
KPC3_831,42,-4.54,-0.14,0.288,1.471,5,0.24,3,odd_Cys(free_thiol);5_Cys;motif_DG
KPC3_832,42,-1.02,-0.229,0.258,0.371,0,0.215,0,
KPC3_833,42,1.79,-0.098,0.64,1.871,2,0.649,1,homopolymer_run>=4
KPC3_834,42,-1.36,-0.09,0.196,0.729,3,0.163,3,odd_Cys(free_thiol);3_Cys;homopolymer_run>=4
KPC3_835,42,-1.02,-0.113,0.079,1.833,0,0.066,1,homopolymer_run>=4
KPC3_836,42,-0.99,0.117,0.18,1.733,0,0.15,1,motif_DS
KPC3_837,42,0.01,-0.076,0.556,1.271,0,0.464,0,
KPC3_838,42,-3.58,0.467,0.439,2.6,5,0.366,3,odd_Cys(free_thiol);5_Cys;motif_DS
KPC3_839,42,0.98,-1.3,0.23,1.9,0,0.273,2,N-term_Met(ox);homopolymer_run>=4
KPC3_840,20,1.98,-1.915,0.422,-0.8,0,0.516,0,
KPC3_841,20,-1.02,-0.09,0.185,0.386,0,0.155,1,motif_DG
KPC3_842,20,-2.02,0.045,0.284,0.8,0,0.236,1,motif_NG
KPC3_843,20,-1.14,-0.66,0.29,-0.057,1,0.242,2,odd_Cys(free_thiol);motif_DG
KPC3_844,20,-1.02,-0.175,0.645,1.443,0,0.5,0,
KPC3_845,20,4.97,-0.635,0.424,1.057,0,0.768,0,
KPC3_846,20,-2.14,-0.14,0.481,0.871,1,0.401,1,odd_Cys(free_thiol)
KPC3_847,20,-0.99,-0.895,0.149,0.329,0,0.124,0,
KPC3_848,20,-1.02,-0.19,0.53,0.557,0,0.441,0,
KPC3_849,20,-3.02,-0.385,0.517,1.443,0,0.431,0,
KPC3_850,19,0.9,-0.1,0.257,0.843,1,0.29,1,odd_Cys(free_thiol)
KPC3_851,19,-1.36,0.611,0.172,0.857,3,0.144,5,odd_Cys(free_thiol);3_Cys;N-term_Met(ox);motif_DG;oxidation_prone(M/W)
KPC3_852,19,-1.95,-0.774,0.339,1.1,0,0.282,1,motif_DP
KPC3_853,19,0.75,-0.4,0.544,1.557,2,0.516,3,motif_NG;motif_DS;homopolymer_run>=4
KPC3_854,19,0.98,-1.032,0.333,-0.714,0,0.359,0,
KPC3_855,19,-1.14,0.421,0.137,1.614,1,0.114,2,odd_Cys(free_thiol);homopolymer_run>=4
KPC3_856,19,-0.02,0.468,0.235,1.771,0,0.196,2,N-term_Met(ox);oxidation_prone(M/W)
KPC3_857,19,-0.02,-0.221,0.164,0.286,0,0.137,0,
KPC3_858,19,1.97,-1.016,0.683,0.571,0,0.665,0,
KPC3_859,19,-1.14,0.584,0.238,1.086,1,0.198,1,odd_Cys(free_thiol)
KPC3_860,16,1.01,-1.081,0.327,-0.714,0,0.357,0,
KPC3_861,16,-0.02,0.212,0.328,1.0,0,0.274,1,N-term_Q/E(pyroglutamate)
KPC3_862,16,0.75,-0.406,0.327,0.671,2,0.335,0,
KPC3_863,16,-1.02,-1.156,0.317,-0.357,0,0.264,1,motif_DG
KPC3_864,16,0.02,-1.306,0.519,-0.2,0,0.434,0,
KPC3_865,16,-0.02,-0.05,0.575,0.5,0,0.479,0,
KPC3_866,16,-0.14,0.356,0.168,0.571,1,0.14,1,odd_Cys(free_thiol)
KPC3_867,16,-0.14,0.45,0.411,1.686,1,0.342,1,odd_Cys(free_thiol)
KPC3_868,16,-1.02,0.025,0.121,0.686,0,0.101,0,
KPC3_869,16,-1.03,0.031,0.206,0.571,0,0.171,0,
KPC3_870,27,0.86,0.096,0.384,0.771,1,0.392,1,odd_Cys(free_thiol)
KPC3_871,27,-1.25,0.541,0.365,1.671,2,0.304,1,motif_DP
KPC3_872,27,-3.02,-0.7,0.309,1.214,0,0.257,1,motif_NG
KPC3_873,27,-1.36,0.704,0.344,1.7,3,0.287,3,odd_Cys(free_thiol);3_Cys;motif_DG
KPC3_874,27,2.01,-0.985,0.555,0.486,0,0.631,0,
KPC3_875,27,-3.14,-0.085,0.443,1.157,1,0.369,4,odd_Cys(free_thiol);motif_DS;motif_NS;oxidation_prone(M/W)
KPC3_876,27,2.86,0.041,0.337,1.457,1,0.519,2,odd_Cys(free_thiol);motif_DG
KPC3_877,27,0.98,-0.063,0.732,0.943,0,0.581,0,
KPC3_878,27,1.9,-0.626,0.815,1.557,1,0.658,1,odd_Cys(free_thiol)
KPC3_879,27,-3.02,-0.4,0.43,0.657,0,0.358,0,
KPC3_880,42,-1.99,-0.34,0.411,1.143,0,0.343,3,N-term_Met(ox);homopolymer_run>=4;oxidation_prone(M/W)
KPC3_881,42,-0.02,0.407,0.477,1.786,0,0.397,1,homopolymer_run>=4
KPC3_882,42,-0.02,0.437,0.469,2.529,0,0.391,1,motif_NG
KPC3_883,42,-1.99,-0.131,0.384,1.1,0,0.32,1,motif_DG
KPC3_884,42,-2.36,0.595,0.513,1.9,3,0.428,3,odd_Cys(free_thiol);3_Cys;homopolymer_run>=4
KPC3_885,42,0.97,0.26,0.465,1.957,0,0.469,0,
KPC3_886,42,-0.99,0.362,0.403,1.286,0,0.335,0,
KPC3_887,42,-0.98,-0.65,0.443,0.814,0,0.37,1,motif_DG
KPC3_888,42,-0.02,1.3,0.066,1.8,0,0.055,1,homopolymer_run>=4
KPC3_889,42,0.79,-0.774,0.509,0.943,2,0.49,2,motif_NG;motif_DP
KPC3_890,16,1.86,-0.188,0.444,0.229,1,0.525,1,odd_Cys(free_thiol)
KPC3_891,16,-1.14,0.025,0.192,0.686,1,0.16,2,odd_Cys(free_thiol);motif_DG
KPC3_892,16,-1.02,-0.175,0.231,0.614,0,0.193,1,oxidation_prone(M/W)
KPC3_893,16,0.97,0.431,0.297,0.986,0,0.329,0,
KPC3_894,16,1.97,-0.069,0.257,1.686,0,0.379,0,
KPC3_895,16,-0.03,0.912,0.189,1.857,0,0.158,1,homopolymer_run>=4
KPC3_896,16,-1.1,-0.5,0.158,-0.0,1,0.132,1,odd_Cys(free_thiol)
KPC3_897,16,2.97,0.287,0.464,0.943,0,0.635,0,
KPC3_898,16,2.97,-0.887,0.246,-0.271,0,0.452,0,
KPC3_899,16,-1.02,0.181,0.186,1.357,0,0.155,1,motif_DG
KPC3_900,34,-4.14,-0.05,0.386,0.771,1,0.322,5,odd_Cys(free_thiol);motif_NG;motif_DP;motif_DS;oxidation_prone(M/W)
KPC3_901,34,-1.14,1.35,0.247,2.486,1,0.206,2,odd_Cys(free_thiol);homopolymer_run>=4
KPC3_902,34,-3.14,0.324,0.403,1.957,1,0.336,1,odd_Cys(free_thiol)
KPC3_903,34,0.86,0.415,0.516,2.086,1,0.502,4,odd_Cys(free_thiol);motif_DG;homopolymer_run>=4;oxidation_prone(M/W)
KPC3_904,34,-2.95,-0.0,0.29,1.143,0,0.242,3,motif_NG;motif_DP;homopolymer_run>=4
KPC3_905,34,-3.43,-0.159,0.388,1.714,4,0.324,2,4_Cys;motif_DS
KPC3_906,34,0.97,0.982,0.592,2.114,0,0.575,0,
KPC3_907,34,-2.14,0.324,0.241,1.871,1,0.201,1,odd_Cys(free_thiol)
KPC3_908,34,-2.14,-0.765,0.351,0.957,1,0.293,2,odd_Cys(free_thiol);motif_DP
KPC3_909,34,-1.47,-0.291,0.291,1.1,4,0.243,3,4_Cys;motif_NG;homopolymer_run>=4
KPC3_910,17,-0.02,0.588,0.1,1.543,0,0.083,0,
KPC3_911,17,0.98,-1.412,0.605,1.0,0,0.581,1,motif_DS
KPC3_912,17,-2.14,-1.053,0.402,-0.457,1,0.335,2,odd_Cys(free_thiol);motif_DG
KPC3_913,17,0.05,-0.753,0.466,0.386,0,0.393,0,
KPC3_914,17,-2.03,-1.2,0.341,-0.043,0,0.284,1,motif_DG
KPC3_915,17,-0.14,0.847,0.058,1.271,1,0.049,2,odd_Cys(free_thiol);oxidation_prone(M/W)
KPC3_916,17,-3.02,-0.812,0.235,0.3,0,0.196,0,
KPC3_917,17,-0.02,0.647,0.262,1.5,0,0.218,1,motif_NG
KPC3_918,17,-1.02,0.347,0.19,1.557,0,0.158,0,
KPC3_919,17,0.01,-0.147,0.45,0.586,0,0.376,0,
KPC3_920,27,-3.02,-0.196,0.297,0.7,0,0.248,0,
KPC3_921,27,-1.03,0.052,0.28,0.743,0,0.233,0,
KPC3_922,27,0.98,0.004,0.244,1.0,0,0.284,1,motif_NS
KPC3_923,27,-0.02,0.804,0.208,1.8,0,0.174,2,N-term_Met(ox);homopolymer_run>=4
KPC3_924,27,0.64,0.315,0.35,1.414,3,0.345,2,odd_Cys(free_thiol);3_Cys
KPC3_925,27,-1.02,0.467,0.383,2.129,0,0.319,0,
KPC3_926,27,-0.14,0.219,0.212,0.629,1,0.177,1,odd_Cys(free_thiol)
KPC3_927,27,-0.02,0.044,0.092,0.333,0,0.077,1,homopolymer_run>=4
KPC3_928,27,-0.99,0.054,0.133,1.033,0,0.111,1,homopolymer_run>=4
KPC3_929,27,-0.03,-0.322,0.418,1.243,0,0.348,0,
KPC3_930,21,3.01,-1.033,0.355,0.543,0,0.547,0,
KPC3_931,21,-1.1,0.014,0.275,0.7,1,0.229,1,odd_Cys(free_thiol)
KPC3_932,21,-3.14,-0.671,0.251,0.629,1,0.209,1,odd_Cys(free_thiol)
KPC3_933,21,-0.25,-0.324,0.436,1.271,2,0.363,1,motif_DS
KPC3_934,21,-1.14,-0.233,0.207,0.429,1,0.173,1,odd_Cys(free_thiol)
KPC3_935,21,1.01,-0.195,0.341,1.343,0,0.368,0,
KPC3_936,21,-3.02,-0.0,0.349,0.943,0,0.291,1,motif_NG
KPC3_937,21,-1.14,0.514,0.127,1.7,1,0.106,1,odd_Cys(free_thiol)
KPC3_938,21,4.86,-0.91,0.503,0.686,1,0.825,2,odd_Cys(free_thiol);N-term_Q/E(pyroglutamate)
KPC3_939,21,-1.25,0.31,0.232,0.957,2,0.193,0,
KPC3_940,22,-2.14,0.805,0.143,1.514,1,0.12,1,odd_Cys(free_thiol)
KPC3_941,22,0.01,-1.677,0.574,-1.043,0,0.479,2,motif_DG;homopolymer_run>=4
KPC3_942,22,-1.1,0.177,0.346,0.929,1,0.289,1,odd_Cys(free_thiol)
KPC3_943,22,1.98,-0.523,0.611,0.771,0,0.665,0,
KPC3_944,22,-1.03,1.281,0.168,2.929,0,0.14,0,
KPC3_945,22,-1.14,0.468,0.217,1.414,1,0.181,2,odd_Cys(free_thiol);motif_DP
KPC3_946,22,0.01,-0.6,0.834,0.7,0,0.501,0,
KPC3_947,22,3.01,-0.432,0.43,0.486,0,0.609,2,N-term_Met(ox);oxidation_prone(M/W)
KPC3_948,22,-2.14,-0.218,0.278,2.757,1,0.232,2,odd_Cys(free_thiol);homopolymer_run>=4
KPC3_949,22,-0.03,0.65,0.398,2.029,0,0.331,1,N-term_Q/E(pyroglutamate)
KPC3_950,43,-5.58,0.13,0.54,1.086,5,0.45,5,odd_Cys(free_thiol);5_Cys;motif_DG;motif_DS;homopolymer_run>=4
KPC3_951,43,-1.02,-0.533,0.282,1.071,0,0.235,3,motif_DG;motif_DS;oxidation_prone(M/W)
KPC3_952,43,3.86,0.784,0.678,3.2,1,0.822,2,odd_Cys(free_thiol);homopolymer_run>=4
KPC3_953,43,-1.02,0.905,0.502,2.971,0,0.419,2,motif_NG;oxidation_prone(M/W)
KPC3_954,43,-4.95,-0.195,0.27,1.1,0,0.225,0,
KPC3_955,43,-0.43,-0.647,0.407,0.543,4,0.339,2,4_Cys;N-term_Q/E(pyroglutamate)
KPC3_956,43,-3.47,0.24,0.476,1.2,4,0.397,1,4_Cys
KPC3_957,43,-0.02,0.558,0.357,2.657,0,0.297,0,
KPC3_958,43,-0.02,-0.037,0.417,1.443,0,0.348,2,motif_NG;homopolymer_run>=4
KPC3_959,43,0.64,0.051,0.622,1.171,3,0.553,3,odd_Cys(free_thiol);3_Cys;homopolymer_run>=4
KPC3_960,33,-0.47,0.615,0.125,1.686,4,0.104,2,4_Cys;motif_DP
KPC3_961,33,-2.14,-0.07,0.233,1.186,1,0.194,2,odd_Cys(free_thiol);homopolymer_run>=4
KPC3_962,33,3.13,-0.261,0.478,1.657,0,0.659,1,oxidation_prone(M/W)
KPC3_963,33,-0.99,0.342,0.445,1.8,0,0.371,1,homopolymer_run>=4
KPC3_964,33,-1.02,-0.317,0.244,0.486,0,0.203,1,homopolymer_run>=4
KPC3_965,33,-4.02,0.076,0.428,1.343,0,0.356,2,motif_DP;motif_DS
KPC3_966,33,-2.03,0.191,0.588,3.557,0,0.49,1,motif_DG
KPC3_967,33,-2.99,-0.373,0.313,0.429,0,0.261,2,motif_DG;motif_DP
KPC3_968,33,-2.95,-0.879,0.449,0.3,0,0.374,1,motif_NG
KPC3_969,33,-0.03,0.227,0.177,0.5,0,0.148,0,
KPC3_970,40,-2.02,0.915,0.155,1.486,0,0.129,3,motif_DG;motif_DS;homopolymer_run>=4
KPC3_971,40,-0.14,0.79,0.327,1.614,1,0.272,1,odd_Cys(free_thiol)
KPC3_972,40,-0.02,-0.324,0.268,0.457,0,0.224,1,motif_DS
KPC3_973,40,0.86,0.985,0.684,2.471,1,0.572,3,odd_Cys(free_thiol);motif_NG;homopolymer_run>=4
KPC3_974,40,-3.03,-0.45,0.575,1.229,0,0.479,0,
KPC3_975,40,0.75,0.11,0.401,1.343,2,0.397,1,homopolymer_run>=4
KPC3_976,40,-0.02,0.0,0.0,0.0,0,0.0,1,homopolymer_run>=4
KPC3_977,40,-2.25,-0.4,0.599,1.714,2,0.499,2,motif_NG;motif_DS
KPC3_978,40,-0.25,0.703,0.19,2.243,2,0.158,1,homopolymer_run>=4
KPC3_979,40,-4.32,0.22,0.263,1.7,3,0.219,4,odd_Cys(free_thiol);3_Cys;N-term_Met(ox);motif_DG
KPC3_980,31,-1.02,0.684,0.142,1.486,0,0.118,1,homopolymer_run>=4
KPC3_981,31,-3.58,0.381,0.221,1.686,5,0.184,2,odd_Cys(free_thiol);5_Cys
KPC3_982,31,0.97,-0.074,0.235,0.914,0,0.277,1,homopolymer_run>=4
KPC3_983,31,-0.99,-0.013,0.52,1.2,0,0.434,2,N-term_Met(ox);oxidation_prone(M/W)
KPC3_984,31,-0.21,0.184,0.192,1.029,2,0.16,0,
KPC3_985,31,1.98,-0.971,0.458,-0.1,0,0.547,0,
KPC3_986,31,-0.99,-0.361,0.388,0.671,0,0.323,0,
KPC3_987,31,-3.1,0.142,0.473,1.629,1,0.394,2,odd_Cys(free_thiol);motif_DP
KPC3_988,31,-2.02,0.606,0.629,1.929,0,0.5,0,
KPC3_989,31,-2.14,1.216,0.333,3.057,1,0.277,2,odd_Cys(free_thiol);homopolymer_run>=4
KPC3_990,22,-0.98,-0.795,0.601,-0.314,0,0.5,1,motif_DG
KPC3_991,22,-0.02,0.1,0.394,0.357,0,0.329,1,homopolymer_run>=4
KPC3_992,22,-1.25,-0.086,0.24,0.471,2,0.2,2,motif_DG;motif_DS
KPC3_993,22,-0.14,0.323,0.472,1.0,1,0.394,2,odd_Cys(free_thiol);motif_NG
KPC3_994,22,-0.02,0.768,0.112,1.171,0,0.094,1,homopolymer_run>=4
KPC3_995,22,0.97,-0.814,0.486,0.129,0,0.486,0,
KPC3_996,22,-1.02,-0.045,0.12,0.529,0,0.1,1,homopolymer_run>=4
KPC3_997,22,-0.91,-0.773,0.298,1.429,0,0.248,1,motif_DG
KPC3_998,22,-2.03,0.323,0.167,1.171,0,0.14,1,homopolymer_run>=4
KPC3_999,22,-0.1,0.559,0.261,1.486,1,0.218,1,odd_Cys(free_thiol)
config_KPC3_000,30,-1.02,-0.567,0.18,0.529,0,0.15,1,homopolymer_run>=4
config_KPC3_001,30,-1.02,0.613,0.516,1.6,0,0.43,2,motif_DP;homopolymer_run>=4
config_KPC3_002,30,-1.02,-0.177,0.238,0.9,0,0.199,1,homopolymer_run>=4
config_KPC3_003,30,-4.99,-0.41,0.215,1.014,0,0.18,1,motif_NS
config_KPC3_004,30,0.98,0.34,0.42,1.257,0,0.432,0,
config_KPC3_005,30,-0.02,0.68,0.231,1.114,0,0.193,0,
config_KPC3_006,30,-0.02,0.84,0.438,1.714,0,0.365,0,
config_KPC3_007,30,-0.02,0.377,0.199,2.086,0,0.166,1,homopolymer_run>=4
config_KPC3_008,30,-0.02,0.373,0.213,1.771,0,0.178,1,homopolymer_run>=4
config_KPC3_009,30,-0.02,0.717,0.233,1.9,0,0.194,0,
config_KPC3_020,25,-1.02,1.044,0.287,2.657,0,0.239,0,
config_KPC3_021,25,-0.02,0.58,0.18,2.229,0,0.15,1,motif_NS
config_KPC3_022,25,-0.02,0.556,0.178,2.3,0,0.149,0,
config_KPC3_023,25,-3.98,0.096,0.342,1.043,0,0.285,0,
config_KPC3_024,25,-1.02,0.528,0.151,1.329,0,0.126,0,
config_KPC3_025,25,-0.03,0.496,0.21,1.329,0,0.175,0,
config_KPC3_026,25,-1.02,0.288,0.206,2.2,0,0.172,0,
config_KPC3_027,25,-2.02,0.204,0.254,1.371,0,0.212,1,motif_DP
config_KPC3_028,25,-0.02,0.5,0.144,1.871,0,0.12,0,
config_KPC3_029,25,-0.99,0.128,0.281,1.214,0,0.234,1,homopolymer_run>=4
config_KPC3_040,17,-2.02,-0.306,0.275,0.657,0,0.229,1,motif_DP
config_KPC3_041,17,-0.02,-0.659,0.07,0.2,0,0.058,1,homopolymer_run>=4
config_KPC3_042,17,-0.02,-0.065,0.11,0.514,0,0.092,0,
config_KPC3_043,17,0.98,0.535,0.393,2.129,0,0.409,0,
config_KPC3_044,17,-0.02,-0.206,0.34,0.914,0,0.284,0,
config_KPC3_045,17,0.98,0.424,0.291,0.786,0,0.323,0,
config_KPC3_046,17,-2.02,0.253,0.219,1.186,0,0.182,1,motif_DG
config_KPC3_047,17,0.98,0.712,0.261,1.657,0,0.299,1,homopolymer_run>=4
config_KPC3_048,17,-1.99,0.129,0.288,0.829,0,0.24,0,
config_KPC3_049,17,-2.03,0.212,0.227,0.314,0,0.19,1,homopolymer_run>=4
config_KPC3_060,37,-0.02,0.581,0.216,1.8,0,0.18,0,
config_KPC3_061,37,1.98,-0.178,0.373,1.257,0,0.476,1,homopolymer_run>=4
config_KPC3_062,37,-2.02,0.281,0.211,1.429,0,0.175,2,motif_DP;homopolymer_run>=4
config_KPC3_063,37,-2.02,0.049,0.162,1.029,0,0.135,2,motif_DP;homopolymer_run>=4
config_KPC3_064,37,-3.02,0.351,0.281,1.857,0,0.234,3,N-term_Met(ox);motif_DG;homopolymer_run>=4
config_KPC3_065,37,-6.02,-0.381,0.554,1.1,0,0.462,1,motif_DG
config_KPC3_066,37,-1.02,0.019,0.595,1.057,0,0.496,0,
config_KPC3_067,37,-1.02,0.019,0.423,1.657,0,0.353,0,
config_KPC3_068,37,-4.02,0.249,0.293,1.929,0,0.244,2,motif_DG;motif_DP
config_KPC3_069,37,-2.98,0.203,0.395,2.343,0,0.33,1,motif_DG
config_KPC3_080,38,-2.02,0.3,0.486,1.443,0,0.405,1,homopolymer_run>=4
config_KPC3_081,38,-3.02,-0.087,0.355,0.771,0,0.296,1,motif_DP
config_KPC3_082,38,-2.02,0.534,0.29,1.457,0,0.241,0,
config_KPC3_083,38,-2.02,0.039,0.285,1.229,0,0.237,0,
config_KPC3_084,38,-4.02,0.782,0.212,1.714,0,0.176,3,motif_DG;motif_DS;homopolymer_run>=4
config_KPC3_085,38,-2.02,0.174,0.183,1.414,0,0.152,1,homopolymer_run>=4
config_KPC3_086,38,-2.02,0.061,0.317,0.886,0,0.264,1,motif_DP
config_KPC3_087,38,-4.02,0.061,0.301,1.1,0,0.251,2,motif_DG;motif_DP
config_KPC3_088,38,-1.02,0.587,0.393,2.471,0,0.327,1,motif_DP
config_KPC3_089,38,-0.02,0.261,0.246,1.214,0,0.205,1,homopolymer_run>=4
config_KPC3_100,33,-1.03,0.415,0.4,1.9,0,0.333,0,
config_KPC3_101,33,-0.02,-0.212,0.415,1.057,0,0.346,0,
config_KPC3_102,33,-2.02,0.403,0.185,1.386,0,0.154,1,motif_DP
config_KPC3_103,33,-1.02,0.627,0.287,1.743,0,0.24,1,motif_DG
config_KPC3_104,33,1.98,-0.036,0.436,2.171,0,0.528,0,
config_KPC3_105,33,-3.02,0.361,0.233,1.4,0,0.194,1,motif_DS
config_KPC3_106,33,-0.02,0.83,0.204,2.0,0,0.17,0,
config_KPC3_107,33,-1.02,0.124,0.294,1.2,0,0.245,1,motif_DP
config_KPC3_108,33,-0.02,0.488,0.243,1.029,0,0.203,0,
config_KPC3_109,33,-0.02,-0.127,0.386,1.057,0,0.322,1,motif_DP
config_KPC3_120,50,2.98,0.406,0.328,2.086,0,0.521,3,N-term_Met(ox);motif_DS;homopolymer_run>=4
config_KPC3_121,50,-0.02,0.796,0.338,2.086,0,0.282,1,homopolymer_run>=4
config_KPC3_122,50,0.98,1.332,0.282,2.429,0,0.316,1,homopolymer_run>=4
config_KPC3_123,50,0.98,0.528,0.673,2.071,0,0.581,0,
config_KPC3_124,50,0.98,0.784,0.355,1.8,0,0.377,1,homopolymer_run>=4
config_KPC3_125,50,-3.03,0.286,0.32,1.7,0,0.266,3,motif_DG;motif_DP;homopolymer_run>=4
config_KPC3_126,50,-0.99,-0.016,0.228,1.129,0,0.19,1,homopolymer_run>=4
config_KPC3_127,50,-1.02,0.622,0.39,2.443,0,0.325,2,motif_DP;homopolymer_run>=4
config_KPC3_128,50,-1.03,0.546,0.37,2.486,0,0.309,1,homopolymer_run>=4
config_KPC3_129,50,-3.02,1.178,0.231,2.314,0,0.192,1,motif_DG
config_KPC3_140,37,-2.02,1.016,0.254,2.243,0,0.212,1,homopolymer_run>=4
config_KPC3_141,37,-1.02,0.838,0.28,2.286,0,0.233,0,
config_KPC3_142,37,-0.02,0.914,0.192,2.0,0,0.16,0,
config_KPC3_143,37,-0.03,0.159,0.443,1.743,0,0.369,3,motif_DG;motif_DP;homopolymer_run>=4
config_KPC3_144,37,-2.02,0.805,0.172,2.0,0,0.143,0,
config_KPC3_145,37,-3.02,0.438,0.243,1.8,0,0.202,1,motif_DG
config_KPC3_146,37,-2.02,0.481,0.643,2.086,0,0.5,1,homopolymer_run>=4
config_KPC3_147,37,-1.03,0.908,0.165,2.371,0,0.137,0,
config_KPC3_148,37,-2.02,0.895,0.296,2.071,0,0.246,0,
config_KPC3_149,37,-2.02,0.822,0.346,2.0,0,0.289,0,
config_KPC3_160,11,-0.02,0.527,0.219,0.657,0,0.182,0,
config_KPC3_161,11,-0.02,0.127,0.091,0.629,0,0.076,0,
config_KPC3_162,11,-0.02,0.145,0.15,0.543,0,0.125,0,
config_KPC3_163,11,-0.02,1.091,0.116,1.486,0,0.097,0,
config_KPC3_164,11,0.97,0.555,0.216,0.957,0,0.261,0,
config_KPC3_165,11,-0.02,0.155,0.119,0.371,0,0.099,0,
config_KPC3_166,11,-0.03,-0.145,0.112,0.157,0,0.094,1,motif_NS
config_KPC3_167,11,-1.02,-0.173,0.138,0.257,0,0.115,0,
config_KPC3_168,11,-0.99,-1.0,0.268,-0.6,0,0.223,0,
config_KPC3_169,11,0.01,-0.591,0.188,-0.171,0,0.158,0,
config_KPC3_180,31,-0.02,-0.287,0.351,0.6,0,0.292,1,motif_DP
config_KPC3_181,31,-1.02,0.41,0.205,1.429,0,0.171,1,homopolymer_run>=4
config_KPC3_182,31,-0.02,0.913,0.138,2.057,0,0.115,0,
config_KPC3_183,31,-0.02,-0.277,0.181,1.086,0,0.151,1,homopolymer_run>=4
config_KPC3_184,31,-1.02,0.39,0.431,1.543,0,0.359,0,
config_KPC3_185,31,-3.02,0.39,0.21,2.086,0,0.175,2,motif_DG;homopolymer_run>=4
